UTX,CALL,2017-12-27,127.58,1.55,2018-01-08,132.82,1.19,2017,1,1.19,,130.0,2018-02-16,1.97,4.55,3,774.00,1,774.00,,
UTX,PUT,2018-01-16,133.97,1.65,2018-01-25,137.75,-1.00,2018,0,,-1.00,135.0,2018-02-16,4.05,1.5,1,-255.00,0,,-255.00,
UTX,PUT,2018-02-02,134.61,2.35,2018-02-06,129.81,0.52,2018,1,0.52,,135.0,2018-03-16,4.05,7.05,1,300.00,1,300.00,,
UTX,PUT,2018-02-20,126.46,3.77,2018-03-26,126.64,-0.52,2018,0,,-0.52,125.0,2018-04-20,3.7,2.19,2,-302.00,0,,-302.00,
UTX,PUT,2018-04-06,122.76,3.01,2018-05-03,117.7,0.34,2018,1,0.34,,125.0,2018-05-18,5.55,8.0,1,245.00,1,245.00,,
UTX,CALL,2018-05-21,128.05,2.31,2018-05-29,125.11,-1.00,2018,0,,-1.00,130.0,2018-07-20,2.66,1.3,2,-272.00,0,,-272.00,
UTX,PUT,2018-06-19,125.05,1.53,2018-07-20,130.26,-1.00,2018,0,,-1.00,125.0,2018-07-20,2.28,0.0,2,-456.00,0,,-456.00,
UTX,CALL,2018-07-24,134.24,2.17,2018-08-09,134.24,-0.50,2018,0,,-0.50,135.0,2018-08-17,1.95,0.61,2,-268.00,0,,-268.00,
UTX,CALL,2018-08-22,133.24,1.82,2018-08-22,133.24,-0.50,2018,0,,-0.50,135.0,2018-09-21,1.83,1.7,4,-52.00,0,,-52.00,
UTX,PUT,2018-08-22,133.24,1.82,2018-09-10,133.65,-0.61,2018,0,,-0.61,135.0,2018-09-21,3.3,2.27,2,-206.00,0,,-206.00,
UTX,CALL,2018-09-13,135.52,1.72,2018-09-24,140.34,0.90,2018,1,0.90,,135.0,2018-10-19,3.85,6.5,1,265.00,1,265.00,,
UTX,PUT,2018-10-22,126.4,2.61,2018-12-21,106.18,3.38,2018,1,3.38,,125.0,2018-12-21,5.0,16.65,1,1165.00,1,1165.00,,
VSTO,PUT,2018-01-03,14.08,0.62,2018-01-11,15.04,-1.00,2018,0,,-1.00,15.0,2018-02-16,1.8,0.9,2,-180.00,0,,-180.00,
VSTO,PUT,2018-01-25,15.16,0.52,2018-02-07,15.33,-0.66,2018,0,,-0.66,15.0,2018-03-16,1.35,0.95,3,-120.00,0,,-120.00,
VSTO,CALL,2018-02-09,17.84,0.52,2018-02-20,19.11,0.73,2018,1,0.73,,17.5,2018-03-16,1.4,1.8,3,120.00,1,120.00,,
VSTO,PUT,2018-03-02,15.91,0.88,2018-03-16,16.32,-0.73,2018,0,,-0.73,15.0,2018-04-20,0.95,0.35,5,-300.00,0,,-300.00,
VSTO,PUT,2018-04-02,16.17,0.50,2018-04-03,16.94,-1.00,2018,0,,-1.00,17.5,2018-05-18,2.3,1.6,2,-140.00,0,,-140.00,
VSTO,PUT,2018-04-19,17.67,0.51,2018-05-08,13.45,3.64,2018,1,3.64,,17.5,2018-05-18,1.45,3.9,3,735.00,1,735.00,,
VSTO,PUT,2018-05-18,13.88,0.53,2018-05-23,14.47,-1.00,2018,0,,-1.00,15.0,2018-06-15,1.3,0.6,3,-210.00,0,,-210.00,
VSTO,CALL,2018-05-25,15.26,0.53,2018-06-01,16.44,0.61,2018,1,0.61,,15.0,2018-07-20,1.35,1.75,3,120.00,1,120.00,,
VSTO,PUT,2018-06-22,16.48,0.43,2018-07-06,16.58,-0.62,2018,0,,-0.62,17.5,2018-07-20,1.3,1.0,3,-90.00,0,,-90.00,
VSTO,PUT,2018-07-12,16.02,0.43,2018-07-25,15.71,-0.14,2018,0,,-0.14,17.5,2018-08-17,2.15,2.15,2,0.00,0,,0.00,
VSTO,CALL,2018-07-31,16.24,0.46,2018-08-01,15.74,-1.00,2018,0,,-1.00,15.0,2018-09-21,2.25,1.5,2,-150.00,0,,-150.00,
VSTO,CALL,2018-08-07,16.53,0.46,2018-08-10,18.35,1.47,2018,1,1.47,,17.5,2018-09-21,0.95,1.15,5,100.00,1,100.00,,
VSTO,CALL,2018-08-31,18.47,0.59,2018-09-12,17.83,-1.00,2018,0,,-1.00,17.5,2018-09-21,1.3,0.5,3,-240.00,0,,-240.00,
VSTO,PUT,2018-09-13,17.43,0.43,2018-10-16,15.88,1.28,2018,1,1.28,,17.5,2018-10-19,0.8,1.5,6,420.00,1,420.00,,
VSTO,PUT,2018-10-24,14.0,0.50,2018-11-06,14.0,-0.50,2018,0,,-0.50,15.0,2018-11-16,1.75,1.0,2,-150.00,0,,-150.00,
VSTO,PUT,2018-11-19,12.62,0.65,2018-12-06,11.07,0.70,2018,1,0.70,,12.5,2018-12-21,0.65,1.3,7,455.00,1,455.00,,
VSTO,PUT,2018-12-07,10.72,0.54,2019-01-18,0.0,9.50,2018,1,9.50,,10.0,2019-01-18,0.5,0.05,5,-225.00,0,,-225.00,
